,street,number,postal_code,neighbourhood,region,latitude,longitude,name
302,Refstadveien,68,589,Tonsenhagen,Oslo,59.942403,10.811703,Refstadveien 68
303,Thorvald Meyers gate,47B,555,Fredensborg,Oslo,59.924132,10.758592,Thorvald Meyers gate 47B
304,Maridalsveien,15,178,Fredensborg,Oslo,59.922647,10.751197,Maridalsveien 15
305,Nydalen allé,55,485,Nydalen,Oslo,59.947863,10.771625,Nydalen allé 55
306,Parkveien,68,254,Ruselokka,Oslo,59.913868,10.72111,Parkveien 68
307,Torggata,10,181,hammer,Oslo,59.914255,10.748027,Torggata 10
308,Helgesens Gate,18,553,Fredensborg,Oslo,59.924624,10.759506,Helgesens Gate 18
309,Thereses Gate,52,168,Homansbyen,Oslo,59.925793,10.731412,Thereses Gate 52
310,Karl Johans Gate,43,162,Vika,Oslo,59.91448,10.736932,Karl Johans Gate 43
311,Dronningens gate,8A,152,St. Hanshaugen,Oslo,59.90845,10.744618,Dronningens gate 8A
312,Ullevålsveien,95,359,Bislett,Oslo,59.932711,10.733718,Ullevålsveien 95
313,,,0,Briskeby,Oslo,59.927749,10.699068,Nr. 29: To kjempende menn
314,Strømsveien,1,657,Gamle Oslo,Oslo,59.907955,10.782987,Strømsveien 1
315,Universitetsgata,11,164,hammer,Oslo,59.916706,10.738472999999999,Universitetsgata 11
316,Lørenveien,55A,585,Økern,Oslo,59.929268,10.796313,Lørenveien 55A
317,Dronningens Gate,15,152,St. Hanshaugen,Oslo,59.910386,10.746016000000001,Dronningens Gate 15
318,Essendrops Gate,8,368,Majorstuen,Oslo,59.929277,10.710253999999999,Essendrops Gate 8
319,Calmeyers Gate,8,183,hammer,Oslo,59.916042,10.753529,Calmeyers Gate 8
320,Kristian Augusts gate,15D,164,hammer,Oslo,59.917134,10.737532999999999,Kristian Augusts gate 15D
321,President Harbitz' gate,4,259,Briskeby,Oslo,59.918836,10.715629,President Harbitz' gate 4
322,Hausmanns Gate,28,182,hammer,Oslo,59.9189,10.752393,Hausmanns Gate 28
323,Nedre Slottsgate,8,157,St. Hanshaugen,Oslo,59.91216,10.742763,Nedre Slottsgate 8
324,Akershusstranda,25,150,St. Hanshaugen,Oslo,59.901814,10.741166,Akershusstranda 25
325,Bygdøy Allé,66,265,Gimlé,Oslo,59.91891,10.701171,Bygdøy Allé 66
326,Marstrandgata,6,566,Torshov,Oslo,59.926721,10.769214,Marstrandgata 6
327,Operagata,1,194,St. Hanshaugen,Oslo,59.906454,10.75564,Operagata 1
328,Tore Hals Mejdells Vei,5,751,Rud,Oslo,59.946176,10.643484,Tore Hals Mejdells Vei 5
329,Torggata,13,181,hammer,Oslo,59.915206,10.750215,Torggata 13
330,Storgata,27,184,hammer,Oslo,59.914098,10.751521,Storgata 27
331,Osterhaus'' Gate,13,183,hammer,Oslo,59.917038,10.752631,Osterhaus'' Gate 13
332,Sannergata,6D,557,Torshov,Oslo,59.928569,10.760795,Sannergata 6D
333,Valkyriegata,9,366,Majorstuen,Oslo,59.928906,10.717581,Valkyriegata 9
334,Granebakken,54,1284,Ostmarkkapellet,Oslo,59.857467,10.829274999999999,Granebakken 54
335,Drammensveien,149,277,Gimlé,Oslo,59.922139,10.681963,Drammensveien 149
336,,,0,Bygdøy,Oslo,59.901862,10.694654,Herbernveien
337,Hølandsgata,22,655,Grønland,Oslo,59.910386,10.78204,Hølandsgata 22
338,Ekebergveien,230,1166,Ekebergveien,Oslo,59.860378,10.801237,Ekebergveien 230
339,Sannergata,13,557,Torshov,Oslo,59.928403,10.763232,Sannergata 13
340,Kongens Gate,23,153,St. Hanshaugen,Oslo,59.911713,10.743125,Kongens Gate 23
341,Frognerveien,12,263,Briskeby,Oslo,59.916532,10.713442,Frognerveien 12
342,Sarpsborggata,12,468,Torshov,Oslo,59.942084,10.760318999999999,Sarpsborggata 12
343,Parkveien,27,350,Homansbyen,Oslo,59.920533,10.72754,Parkveien 27
344,Sofienberggata,6,551,Fredensborg,Oslo,59.922421,10.757011,Sofienberggata 6
345,Københavngata,18,566,Torshov,Oslo,59.928184,10.768297,Københavngata 18
346,Smalgangen,43,188,Vaterland,Oslo,59.912526,10.761607,Smalgangen 43
347,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
348,Olaf Ryes Plass,10,552,Fredensborg,Oslo,59.923498,10.758055,Olaf Ryes Plass 10
349,Damplassen,24,852,Blindernveien,Oslo,59.944326,10.732826,Damplassen 24
350,Schleppegrells gate,32B,556,Torshov,Oslo,59.92761,10.765343,Schleppegrells gate 32B
351,Kirkegata,20,153,St. Hanshaugen,Oslo,59.910779,10.744436,Kirkegata 20
352,Henrik Ibsens gate,60C,255,Ruselokka,Oslo,59.914992,10.720439,Henrik Ibsens gate 60C
353,Jacob Aalls Gate,28,366,Majorstuen,Oslo,59.928913,10.717843,Jacob Aalls Gate 28
354,Kristian IVs gate,15,0,hammer,Oslo,59.915599,10.738139,Kristian IVs gate 15
355,Kristian IV''s Gate,4,164,hammer,Oslo,59.914895,10.739744,Kristian IV''s Gate 4
356,Veitvetveien,8,596,Erich Mogensøns Vei,Oslo,59.943985,10.847813,Veitvetveien 8
357,Trosterudveien,63C,778,Haugerud,Oslo,59.960952,10.710574,Trosterudveien 63C
358,Karl Johans gate,20,159,Vika,Oslo,59.9129,10.741507,Karl Johans gate 20
359,Rosenkrantz' gate,7,159,hammer,Oslo,59.914691,10.73951,Rosenkrantz' gate 7
360,Torggata,21,183,hammer,Oslo,59.916424,10.752566999999999,Torggata 21
361,Vækerøveien,207,751,Rud,Oslo,59.948303,10.643922,Vækerøveien 207
362,Steinborgveien,49,678,Helsfyr,Oslo,59.902002,10.803283,Steinborgveien 49
363,Solligata,2,254,Ruselokka,Oslo,59.914372,10.720479,Solligata 2
364,St. Halvards gate,33,192,Gamle Oslo,Oslo,59.906048,10.77516,St. Halvards gate 33
365,Karl Johans Gate,17,159,St. Hanshaugen,Oslo,59.912668,10.74345,Karl Johans Gate 17
366,Trondheimsveien,2B,560,Enerhaugen,Oslo,59.918425,10.760401,Trondheimsveien 2B
367,Operagata,29,194,Vaterland,Oslo,59.907113,10.756923,Operagata 29
368,Brobekkveien,100,582,Økern,Oslo,59.928534,10.83127,Brobekkveien 100
369,Slemdalsveien,63B,373,Ris,Oslo,59.942083,10.70498,Slemdalsveien 63B
370,Møllergata,38,179,hammer,Oslo,59.917673,10.750294,Møllergata 38
371,Fridtjof Nansens plass,9,160,Vika,Oslo,59.912269,10.734928,Fridtjof Nansens plass 9
372,,,0,Skillebekk,Oslo,59.912647,10.711385,Skillebekkparken
373,Schweigaards gate,57A,656,Grønland,Oslo,59.908168,10.769691,Schweigaards gate 57A
374,Johanne Dybwads plass,1,161,Vika,Oslo,59.914584,10.733592999999999,Johanne Dybwads plass 1
375,Hallings gate,3A,170,Homansbyen,Oslo,59.922516,10.739095,Hallings gate 3A
376,Karl Johans gate,13,154,St. Hanshaugen,Oslo,59.912419,10.744666,Karl Johans gate 13
377,Torggata,18,181,hammer,Oslo,59.916126,10.751136,Torggata 18
378,Schweigaards Gate,54,656,Grønland,Oslo,59.908629,10.769051,Schweigaards Gate 54
379,Thorvald Meyers Gate,32,555,Fredensborg,Oslo,59.924813,10.759517,Thorvald Meyers Gate 32
380,Vogts gate,68,477,Torshov,Oslo,59.9369,10.766484,Vogts gate 68
381,Bentsegata,1B,465,Torshov,Oslo,59.937869,10.757136,Bentsegata 1B
382,Rostockgata,64,194,Vaterland,Oslo,59.906162,10.760164,Rostockgata 64
383,Gabels Gate,11,272,Skillebekk,Oslo,59.91269,10.70896,Gabels Gate 11
384,Tvetenveien,150,671,Bryn,Oslo,59.913836,10.841898,Tvetenveien 150
385,,,0,Lambertseter,Oslo,59.874324,10.810704,Lambertseter senter
386,Tevlingveien,21,1081,Lindeberg,Oslo,59.930122,10.86826,Tevlingveien 21
387,Hammersborg Torg,3,179,hammer,Oslo,59.916881,10.749177,Hammersborg Torg 3
388,Rådhusgata,21,158,Vika,Oslo,59.910626,10.738294,Rådhusgata 21
389,Operagata,11,194,Vaterland,Oslo,59.906867,10.755855,Operagata 11
390,Holmlia Senter Vei,20,1255,Holmlia,Oslo,59.834159,10.794236,Holmlia Senter Vei 20
391,Bygdøy Allé,3,257,Ruselokka,Oslo,59.914995,10.716774000000001,Bygdøy Allé 3
392,Sakariasveien,276,758,,Oslo,60.031229,10.639865,Sakariasveien 276
393,Mariboes Gate,13,183,hammer,Oslo,59.917087,10.75164,Mariboes Gate 13
394,Markveien,35A,554,Fredensborg,Oslo,59.922222,10.757185,Markveien 35A
395,"Anne-Cath, Vestlys Plass",1,150,St. Hanshaugen,Oslo,59.908676,10.752618,"Anne-Cath, Vestlys Plass 1"
396,Thorvald Meyers Gate,36,555,Fredensborg,Oslo,59.924149,10.759853,Thorvald Meyers Gate 36
397,Hausmanns gate,31C,182,hammer,Oslo,59.917837,10.753786999999999,Hausmanns gate 31C
398,Skippergata,25C,154,St. Hanshaugen,Oslo,59.911202,10.747749,Skippergata 25C
399,Fridtjof Nansens Plass,4,160,Vika,Oslo,59.913219,10.734086,Fridtjof Nansens Plass 4
400,Helgesens Gate,14,553,Fredensborg,Oslo,59.924703,10.758331,Helgesens Gate 14
401,Hagegata,34A,653,Grønland,Oslo,59.913702,10.776409,Hagegata 34A
402,Osterhaus'' Gate,21,183,hammer,Oslo,59.917515,10.751532,Osterhaus'' Gate 21
403,Mauritz Hansens Gate,4,350,Homansbyen,Oslo,59.921362,10.731212,Mauritz Hansens Gate 4
404,Henrik Ibsens gate,90,255,Ruselokka,Oslo,59.914573,10.719421,Henrik Ibsens gate 90
405,Bygdøy Allé,63,265,Gimlé,Oslo,59.918909,10.703625,Bygdøy Allé 63
406,Kristian Augusts gate,14,164,hammer,Oslo,59.916326,10.738592,Kristian Augusts gate 14
407,Trondheimsveien,37,560,Enerhaugen,Oslo,59.921148,10.769711,Trondheimsveien 37
408,Østre Aker Vei,33,581,Økern,Oslo,59.928932,10.818591,Østre Aker Vei 33
409,Lofsrudveien,6,1281,Dal,Oslo,59.848419,10.829194,Lofsrudveien 6
410,Behrens'' Gate,2,257,Ruselokka,Oslo,59.916411,10.716914,Behrens'' Gate 2
411,Sandakerveien,28,473,Torshov,Oslo,59.934582,10.76187,Sandakerveien 28
412,,,0,Skøyen,Oslo,59.91367,10.64475,Drammensveien 288
413,Lille Stranden,4,252,Aker Brygge,Oslo,59.908246,10.723255,Lille Stranden 4
414,Dronningens gate,27,154,St. Hanshaugen,Oslo,59.912364,10.747907,Dronningens gate 27
415,Statsråd Mathiesens Vei,12,598,Linderud,Oslo,59.939395,10.830138,Statsråd Mathiesens Vei 12
416,Skovveien,14,257,Ruselokka,Oslo,59.917397,10.717253,Skovveien 14
417,Bogstadveien,41,366,Bislett,Oslo,59.927494,10.720122,Bogstadveien 41
418,Hagegata,23,653,Grønland,Oslo,59.914359,10.774646,Hagegata 23
419,Karl Johans gate,20,159,Vika,Oslo,59.9129,10.741507,Karl Johans gate 20
420,Henrik Ibsens Gate,18,255,Ruselokka,Oslo,59.915116,10.727986,Henrik Ibsens Gate 18
421,Nordre Gate,2,551,Fredensborg,Oslo,59.922148,10.754109,Nordre Gate 2
422,Thorvald Meyers Gate,72,552,Enerhaugen,Oslo,59.919841,10.759544,Thorvald Meyers Gate 72
423,Sørkedalsveien,3B,369,Majorstuen,Oslo,59.930332,10.712859,Sørkedalsveien 3B
424,Bøgata,21,655,Grønland,Oslo,59.913733,10.781006,Bøgata 21
425,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
426,Holbergs gate,19,166,hammer,Oslo,59.918914,10.733719,Holbergs gate 19
427,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
428,Dronningens gate,25,154,St. Hanshaugen,Oslo,59.911391,10.747044,Dronningens gate 25
429,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
430,Dagaliveien,48D,783,Slemdal,Oslo,59.956501,10.673748,Dagaliveien 48D
431,Fredensborgveien,9B,177,hammer,Oslo,59.91787,10.747492,Fredensborgveien 9B
432,Operagata,69A,194,Vaterland,Oslo,59.90637,10.757647,Operagata 69A
433,Arilds Vei,2,491,Kjelsås,Oslo,59.956561,10.789753,Arilds Vei 2
434,Stortingsgata,8,161,Vika,Oslo,59.913151,10.73755,Stortingsgata 8
435,Rådhusgata,19,158,St. Hanshaugen,Oslo,59.910269,10.740319,Rådhusgata 19
436,Prinsens gate,18,152,St. Hanshaugen,Oslo,59.911286,10.743444,Prinsens gate 18
437,,,0,Sogn,Oslo,59.949355,10.732218,Sognsveien 75
438,Sandakerveien,59,477,Torshov,Oslo,59.938435,10.768473,Sandakerveien 59
439,Grønlandsleiret,79,190,Grønland,Oslo,59.909131,10.768163,Grønlandsleiret 79
440,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
441,Drammensveien,130,277,Gimlé,Oslo,59.921455,10.688035,Drammensveien 130
442,Sonja Henies Plass,3,185,Vaterland,Oslo,59.912658,10.756218,Sonja Henies Plass 3
443,Østensjøveien,79,667,Bryn,Oslo,59.903192,10.822458,Østensjøveien 79
444,Niels Juels Gate,70,259,Briskeby,Oslo,59.919251,10.718535,Niels Juels Gate 70
445,Holmlia Senter Vei,11,1255,Holmlia,Oslo,59.834718,10.794827,Holmlia Senter Vei 11
446,Bøgata,10,655,Grønland,Oslo,59.911946,10.780785,Bøgata 10
447,Karenslyst allé,18,278,Skøyen,Oslo,59.919821,10.683802,Karenslyst allé 18
448,Tordenskiolds Gate,1,160,Vika,Oslo,59.913277,10.736424,Tordenskiolds Gate 1
449,,,0,Holmlia,Oslo,59.834855,10.795329,Holmlia senter tannklinikk
450,Underhaugsveien,28,354,Homansbyen,Oslo,59.923859,10.726099,Underhaugsveien 28
451,Bergensgata,2,468,Torshov,Oslo,59.939992,10.758913,Bergensgata 2
452,Stranden,1,250,Aker Brygge,Oslo,59.910504,10.728505,Stranden 1
453,Bentsebrugata,31,469,Torshov,Oslo,59.939314,10.759454999999999,Bentsebrugata 31
454,Trondheimsveien,13,560,Enerhaugen,Oslo,59.919232,10.764368,Trondheimsveien 13
455,Haakon VII''s Gate,2,161,Vika,Oslo,59.912879,10.731086,Haakon VII''s Gate 2
456,Haakon VII''s Gate,6,161,Vika,Oslo,59.913406,10.730713,Haakon VII''s Gate 6
457,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
458,Brugata,10,186,hammer,Oslo,59.914009,10.754819,Brugata 10
459,Youngstorget,6,181,hammer,Oslo,59.915121,10.748418,Youngstorget 6
460,Storgata,32,184,hammer,Oslo,59.914163,10.752915,Storgata 32
461,General Ruges Vei,106,694,Skulerud,Oslo,59.863673,10.846411,General Ruges Vei 106
462,,,0,,Oslo,60.041422,10.755485,Øyungsdammen Ø
463,Tøyengata,2,190,Vaterland,Oslo,59.91278,10.76392,Tøyengata 2
464,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
465,Strandpromenaden,2,252,Aker Brygge,Oslo,59.906925,10.721938,Strandpromenaden 2
466,Kirkeveien,51,368,Majorstuen,Oslo,59.927656999999996,10.713796,Kirkeveien 51
467,Hagegata,22,653,Grønland,Oslo,59.914421,10.775439,Hagegata 22
468,,,0,Ryen,Oslo,59.897698,10.814762,Manglerud senter
469,Karoline Kristiansens Vei,3,661,Helsfyr,Oslo,59.913923,10.797616,Karoline Kristiansens Vei 3
470,Brobekkveien,54,598,Linderud,Oslo,59.936258,10.827325,Brobekkveien 54
471,Smalgangen,14,188,Vaterland,Oslo,59.912391,10.760332,Smalgangen 14
472,Kongens Gate,23,153,St. Hanshaugen,Oslo,59.911713,10.743125,Kongens Gate 23
473,Stranden,3,250,Aker Brygge,Oslo,59.910171,10.727808,Stranden 3
474,Munkedamsveien,53B,250,Aker Brygge,Oslo,59.91095,10.722625,Munkedamsveien 53B
475,Bygdøy allé,65,265,Gimlé,Oslo,59.918931,10.70268,Bygdøy allé 65
476,Mandalls gate,10,190,Vaterland,Oslo,59.911007,10.763015,Mandalls gate 10
477,Slemdalsveien,70B,370,Ris,Oslo,59.942304,10.703609,Slemdalsveien 70B
478,Vitaminveien,11,485,Nydalen,Oslo,59.947547,10.772777,Vitaminveien 11
479,Tjuvholmen allé,6,252,Aker Brygge,Oslo,59.908503,10.722822,Tjuvholmen allé 6
480,Storgata,25,184,hammer,Oslo,59.914012,10.751187999999999,Storgata 25
481,Karl Johans gate,27,159,hammer,Oslo,59.913595,10.73997,Karl Johans gate 27
482,Essendrops Gate,8,368,Majorstuen,Oslo,59.929277,10.710253999999999,Essendrops Gate 8
483,Dalsbergstien,19,167,Homansbyen,Oslo,59.923081,10.732925,Dalsbergstien 19
484,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
485,Karl Johans Gate,23,159,St. Hanshaugen,Oslo,59.912856,10.742602,Karl Johans Gate 23
486,Dronningens Gate,15,152,St. Hanshaugen,Oslo,59.910386,10.746016000000001,Dronningens Gate 15
487,Pilestredet,41C,166,Homansbyen,Oslo,59.920475,10.733836,Pilestredet 41C
488,Torggata,26,183,hammer,Oslo,59.916672,10.752455,Torggata 26
489,Bjørnveien,67,773,Slemdal,Oslo,59.954344,10.685387,Bjørnveien 67
490,Lørenveien,44,585,Økern,Oslo,59.930662,10.793579,Lørenveien 44
491,Henrik Ibsens gate,36,255,Ruselokka,Oslo,59.915165,10.72576,Henrik Ibsens gate 36
492,Trondheimsveien,391,953,Ammerud,Oslo,59.952359,10.867367999999999,Trondheimsveien 391
493,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
494,Waldemar Thranes Gate,9,171,Fredensborg,Oslo,59.924358,10.742076,Waldemar Thranes Gate 9
495,Mariholtveien,200,1061,,Oslo,59.891648,10.907346,Mariholtveien 200
496,Majorstuveien,41,367,Majorstuen,Oslo,59.928313,10.715431,Majorstuveien 41
497,Galgeberg,3,657,Gamle Oslo,Oslo,59.908139,10.780965,Galgeberg 3
498,Nedre Prinsdals Vei,77,1263,Holmlia,Oslo,59.83362,10.807451,Nedre Prinsdals Vei 77
499,Ivan Bjørndals Gate,25,472,Torshov,Oslo,59.938237,10.763714,Ivan Bjørndals Gate 25
500,Rådhusgata,11,151,St. Hanshaugen,Oslo,59.909517,10.743218,Rådhusgata 11
501,Fredensborgveien,42,177,hammer,Oslo,59.92039,10.749109,Fredensborgveien 42
502,Bjerregaards gate,2B,172,Homansbyen,Oslo,59.923375,10.740825,Bjerregaards gate 2B
503,Fridtjof Nansens plass,9,160,Vika,Oslo,59.912269,10.734928,Fridtjof Nansens plass 9
504,Skovveien,5,257,Ruselokka,Oslo,59.916299,10.716498,Skovveien 5
505,Fredensborgveien,32B,177,hammer,Oslo,59.920056,10.748519,Fredensborgveien 32B
506,Eiriks Gate,2,650,Grønland,Oslo,59.91161,10.771159,Eiriks Gate 2
507,Brugata,17,186,Vaterland,Oslo,59.913937,10.757415,Brugata 17
508,Tryvannsveien,64,791,Lysebu,Oslo,59.985343,10.666594,Tryvannsveien 64
509,Thorvald Meyers gate,87B,550,Enerhaugen,Oslo,59.918919,10.759225,Thorvald Meyers gate 87B
510,Myntgata,2,151,Vika,Oslo,59.90909,10.738471,Myntgata 2
511,Tollbugata,17,152,St. Hanshaugen,Oslo,59.910474,10.744385,Tollbugata 17
512,Stenersgata,1,50,Vaterland,Oslo,59.913019,10.752913,Stenersgata 1
513,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
514,Plogveien,6,679,Ryen,Oslo,59.897289,10.812857,Plogveien 6
515,Storgata,31,184,hammer,Oslo,59.914305,10.752207,Storgata 31
516,Brugata,3,186,hammer,Oslo,59.914342,10.754069,Brugata 3
517,Stenersgata,1,50,Vaterland,Oslo,59.913019,10.752913,Stenersgata 1
518,Operagata,6,150,Vaterland,Oslo,59.908239,10.7536,Operagata 6
519,Akersgata,43,158,St. Hanshaugen,Oslo,59.913703,10.742032,Akersgata 43
520,,,0,Skillebekk,Oslo,59.912647,10.711385,Skillebekkparken
521,Sundveien,1,198,Bekkelaget,Oslo,59.873483,10.755443,Sundveien 1
522,Thereses gate,20A,168,Bislett,Oslo,59.92909,10.733033,Thereses gate 20A
523,Kirkeveien,64B,366,Majorstuen,Oslo,59.92917,10.71481,Kirkeveien 64B
524,Karl Johans gate,31,159,hammer,Oslo,59.913745,10.739477,Karl Johans gate 31
525,Tryvannsveien,64,791,Lysebu,Oslo,59.985343,10.666594,Tryvannsveien 64
526,Stenersgata,10,184,hammer,Oslo,59.91327,10.752612,Stenersgata 10
527,Torshovgata,7B,476,Torshov,Oslo,59.9336,10.763982,Torshovgata 7B
528,,,0,Bislett,Oslo,59.931129,10.734427,Brageveien 2
529,Holmenkollveien,200,791,Lysebu,Oslo,59.977545,10.677378,Holmenkollveien 200
530,Thorvald Meyers Gate,2,555,Torshov,Oslo,59.930115,10.759986,Thorvald Meyers Gate 2
531,Filipstad brygge,2,252,Aker Brygge,Oslo,59.909915,10.722698,Filipstad brygge 2
532,Rosenholmveien,22,1252,Holmlia,Oslo,59.825103,10.796416,Rosenholmveien 22
533,Lørenveien,55A,585,Økern,Oslo,59.929268,10.796313,Lørenveien 55A
534,Grensesvingen,26,663,Helsfyr,Oslo,59.913179,10.798903,Grensesvingen 26
535,Museumsveien,10,287,Bygdøy,Oslo,59.907485,10.686716,Museumsveien 10
536,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
537,Hagegata,22,653,Grønland,Oslo,59.914421,10.775439,Hagegata 22
538,Kirkeveien,40,368,Briskeby,Oslo,59.927214,10.712061,Kirkeveien 40
539,Hammersborggata,2,181,hammer,Oslo,59.914791,10.751845,Hammersborggata 2
540,Fredensborgveien,30,177,hammer,Oslo,59.919894,10.748361,Fredensborgveien 30
541,Tøyengata,45B,578,Enerhaugen,Oslo,59.915548,10.771374,Tøyengata 45B
542,Tøyenbekken,6,188,Vaterland,Oslo,59.91302,10.763674,Tøyenbekken 6
543,Grønland,24,188,Vaterland,Oslo,59.912936,10.761899,Grønland 24
544,Bygdøynesveien,39,286,Bygdøy,Oslo,59.903346,10.69944,Bygdøynesveien 39
545,Leirfallsgata,6,550,hammer,Oslo,59.919335,10.757515,Leirfallsgata 6
546,Olav Kyrres gate,6F,273,Gimlé,Oslo,59.918252,10.69093,Olav Kyrres gate 6F
547,Mariboes gate,20,183,hammer,Oslo,59.918151,10.752473,Hausmanns gate barnehage Espira
548,Åslandhellinga,77,1274,Klemetsrud,Oslo,59.82294,10.841759,Åslandhellinga 77
549,Konghellegata,14,572,Sindsen,Oslo,59.929458,10.779977,Konghellegata 14
550,Behrens'' Gate,8,257,Ruselokka,Oslo,59.91698,10.715049,Behrens'' Gate 8
551,Schweigaards Gate,34,191,Vaterland,Oslo,59.910592,10.764933,Schweigaards Gate 34
552,Tordenskiolds Gate,1,160,Vika,Oslo,59.913277,10.736424,Tordenskiolds Gate 1
553,Colletts Gate,33,169,Bislett,Oslo,59.927067,10.73827,Colletts Gate 33
554,Ormøybakken,4A,198,Bekkelaget,Oslo,59.876857,10.762133,Ormøybakken 4A
555,Tullins Gate,2,166,hammer,Oslo,59.918366,10.735036,Tullins Gate 2
556,Grev Wedels plass,2,151,St. Hanshaugen,Oslo,59.907189,10.741444,Grev Wedels plass 2
557,Biskop Gunnerus' gate,3,155,St. Hanshaugen,Oslo,59.912457,10.749962,Biskop Gunnerus' gate 3
558,Helgesens Gate,50,553,Enerhaugen,Oslo,59.923568,10.76582,Helgesens Gate 50
559,Frognerveien,8,257,Ruselokka,Oslo,59.916226,10.715379,Frognerveien 8
560,Tvetenveien,150,671,Bryn,Oslo,59.913836,10.841898,Tvetenveien 150
561,Bjørnerudveien,17,1266,Hauketo,Oslo,59.843624,10.815268,Bjørnerudveien 17
562,Rådhusgata,28,151,St. Hanshaugen,Oslo,59.909831,10.740738,Rådhusgata 28
563,Tøyengata,1,190,Vaterland,Oslo,59.912629,10.764011,Tøyengata 1
564,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
565,Utmarkveien,1,691,Bøler,Oslo,59.883242,10.845665,Utmarkveien 1
566,,,0,Vaterland,Oslo,59.911417,10.751685,Vinmonopolet Oslo S
567,Parkveien,29,350,Homansbyen,Oslo,59.920433,10.727411,Parkveien 29
568,Munkedamsveien,62,270,Filipstad,Oslo,59.911394,10.71885,Munkedamsveien 62
569,Rostockgata,66,194,Vaterland,Oslo,59.906149,10.760686,Rostockgata 66
570,Vulkan,28,178,Fredensborg,Oslo,59.922573,10.751628,Vulkan 28
571,Nydalen Allé,19,484,Nydalen,Oslo,59.947607,10.767374,Nydalen Allé 19
572,Bogstadveien,53A,366,Majorstuen,Oslo,59.929534,10.71416,Bogstadveien 53A
573,Sars' gate,1,562,Enerhaugen,Oslo,59.920134,10.770992,Sars' gate 1
574,Wergelandsveien,29,167,Homansbyen,Oslo,59.920275,10.728566,Wergelandsveien 29
575,Sørengkaia,163,194,St. Hanshaugen,Oslo,59.902285,10.752083,Sørengkaia 163
576,,,0,Bryn,Oslo,59.915328,10.827314,Ole Deviks vei 16
577,General Ruges Vei,107,694,Skulerud,Oslo,59.863702,10.843046,General Ruges Vei 107
578,Dronning Eufemias gate,15,194,Vaterland,Oslo,59.907798,10.756419,Dronning Eufemias gate 15
579,Thereses gate,33B,354,Bislett,Oslo,59.927642,10.731759,Thereses gate 33B
580,Fridtjof Nansens Plass,7,160,Vika,Oslo,59.912602,10.735311,Fridtjof Nansens Plass 7
581,Thorvald Meyers gate,49,555,Fredensborg,Oslo,59.92401,10.758884,Thorvald Meyers gate 49
582,Eiriks gate,17B,650,Grønland,Oslo,59.912637,10.773472,Eiriks gate 17B
583,,,0,Kongshavn,Oslo,59.895704,10.732042,Hovedøya
584,Munkedamsveien,59B,244,Aker Brygge,Oslo,59.911043,10.721575,Munkedamsveien 59B
585,Holmlia Senter Vei,10,1255,Holmlia,Oslo,59.834355,10.795301,Holmlia Senter Vei 10
586,Klingenberggata,4,161,Vika,Oslo,59.913683,10.733704,Klingenberggata 4
587,Oberst Rodes vei,79,1165,Ekebergveien,Oslo,59.864059,10.808901,Oberst Rodes vei 79
588,Bygdøy allé,8,262,Ruselokka,Oslo,59.915694,10.713251,Bygdøy allé 8
589,Strandpromenaden,11,252,Aker Brygge,Oslo,59.90793,10.723236,Strandpromenaden 11
590,,,0,Bryn,Oslo,59.913651,10.841087,Tveita senter
591,Maridalsveien,3,178,Fredensborg,Oslo,59.920658,10.751597,Maridalsveien 3
592,Oscars Gate,19,352,Homansbyen,Oslo,59.922558,10.726777,Oscars Gate 19
593,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
594,Rosenkrantz' gate,1,159,hammer,Oslo,59.915673,10.7405,Rosenkrantz' gate 1
595,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
596,Stenbråtveien,91,1283,Ostmarkkapellet,Oslo,59.854434,10.820128,Stenbråtveien 91
597,Olaf Ryes Plass,9,552,Fredensborg,Oslo,59.923489000000004,10.757788,Olaf Ryes Plass 9
598,Sognsveien,67,854,Sogn,Oslo,59.947491,10.733012,Sognsveien 67
599,Ekebergveien,65,1181,Gamle Oslo,Oslo,59.89828,10.773555,Ekebergveien 65
600,Ullevålsveien,61,171,Bislett,Oslo,59.926514,10.738395,Ullevålsveien 61
601,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
